Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",208,85.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","1,520",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",109,18.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",230,39.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",259,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",394,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",258,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",226,78.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","1,492",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",137,15.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",226,47.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",257,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",378,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",262,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),24,65.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),35,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),33,54.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"1,976",76.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"1,976",76.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),794,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),149,23.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),28,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),118,74.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,157",64.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES), (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),771,60.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),706,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),853,38.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),531,32.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES), (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),866,34.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),422,89.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"1,629",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),668,77.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",406,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",93,2.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","2,044",74.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",394,14.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",883,26.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",820,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","1,022",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",108,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",375,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",460,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",93,2.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","2,126",74
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",536,11.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",818,36.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",625,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",999,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",380,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),45,12
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),35,51.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),28,52.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"3,646",37.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"3,646",37.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"2,088",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),665,18.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),41,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),156,37.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"6,704",40.3
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),160,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),160,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,160,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),150,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),150,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,150,(L)
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","180,342",18.2
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","55,722",59.6
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"1,737",(H)
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"23,710",15.4
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"2,042",42.5
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","56,644",12.9
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"4,132",23.8
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"33,939",12
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","33,852",2.3
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","34,124",2.1
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"6,214",13.9
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"50,787",17.6
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","40,844",15.4
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),394,24.9
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"3,097",66.5
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"3,750",37
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"3,644",65.3
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"2,602",55.1
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","192,496",13.8
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"2,763",22.3
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, ALFALFA - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"16,903",11.7
