Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"11,007,990",22.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","10,699,030",15.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"11,658",36.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"122,217",28.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"338,344",40.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"169,902",7.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"140,586",8.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","19,796,252",2.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"145,927",44.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"1,662,344",20.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"76,250",51
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"5,478,875",40.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"76,860",5.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","15,116",33.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","21,403,522",1.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","224,622",82.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","1,987,230",41.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","22,085",23.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","359,867",23.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","4,395,656",49
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","54,232",29
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","587,680",30
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","9,654,254",16.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)","13,981",52.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)","13,857",35.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","20,475,626",1.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","247,192",71.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","2,113,531",39.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)","30,369",24.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","396,826",21.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","5,115,862",41.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","56,718",34.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","584,731",30.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","9,667,583",16
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)","15,950",47.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"27,427,866",9.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"264,450",54
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),"9,450",3.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"105,514",11.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"7,597,165",14.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),"3,045,398",32.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"4,551,767",11
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"704,053",11.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212), (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),"70,620",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"2,315,871",10.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124), (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),"193,585",87.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"38,718,245",8.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","191,246",8.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","114,462",13.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),273,70.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"21,056",15.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),545,35.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","50,091",0.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"2,083",13.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"83,746",29.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"6,699",33.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"125,441",19.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"431,089",8.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","137,406",2.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","82,056",4.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),869,48.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"51,309",15.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"1,472",22.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","36,050",1.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"5,281",64
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"61,288",16.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"14,341",18.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"75,071",12.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","85,875",10.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),104,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"1,936",27.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"3,146",89.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"3,150",3.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"3,524",24.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","166,815",3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"3,763",(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"21,727",17.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"1,996",55
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"52,199",18.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"2,802",84.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",252,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","169,478",3.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","4,711",73.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","30,597",27.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",478,42.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","6,387",27.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","47,290",13.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","1,212",28.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","10,175",4.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","76,432",16
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",25,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",348,93.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","163,455",2.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","5,036",68.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","32,900",23.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",442,39
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","6,680",26
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","52,804",14.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","1,228",28.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","10,866",10.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","73,240",17.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",38,(H)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"261,532",4.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"1,239",30.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113), (D),(D)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"1,221",65.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"52,041",7.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),"26,108",14.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"25,933",4.9
