Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"42,044",9.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"65,440",7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"53,928",10.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"58,228",8.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","86,816",5.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"41,917",16.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"165,426",12.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"31,930",25.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"144,101",10.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"51,849",9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","21,768",21.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","87,476",2.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","143,050",5.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","96,391",12.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","37,780",9.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","137,456",7.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","51,255",63.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","67,333",5.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","121,619",9.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","49,464",9.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)","29,196",10.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)","23,225",20.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","85,057",2.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","144,513",4.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","91,795",15.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)","40,919",9.6
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","145,549",5.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","44,769",69.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","75,475",4.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","102,103",11.1
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","49,768",9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)","39,615",8.4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"21,059",21
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"2,579",24.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),"1,987",35.8
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"1,049",24.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"294,129",6.7
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),"11,372",13.9
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"282,757",7.2
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"422,105",10.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"3,172",32
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),575,11.3
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"73,653",4
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),"2,191",56.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),"20,289",23.5
CENSUS,2017,YEAR,,STATE,ALABAMA,1,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"842,788",5.6
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"5,062",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),506,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"1,714",4.9
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"4,143",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"2,399",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"3,682",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","2,656",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),15,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),707,3.1
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"1,113",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"1,112",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),765,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","4,972",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),970,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"2,888",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),397,21
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"4,488",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),423,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",210,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","3,095",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","2,884",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",422,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","2,098",4
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","5,432",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","1,194",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","2,992",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","1,900",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",279,8
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","3,195",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",422,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","2,222",3.7
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","6,782",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","1,044",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","2,768",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)", (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",304,7.3
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),488,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),224,(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"13,345",0.6
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"13,345",0.6
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"2,163",(L)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124), (D),(D)
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),"2,555",0.9
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"20,506",0.4
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","12,311",0.7
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"1,112",(H)
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"8,114",21.4
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),660,22.9
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"2,020",31.1
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"7,127",22.6
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"2,307",17.2
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"11,964",56.3
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","8,178",79.2
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),294,(H)
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"1,032",(H)
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),686,71.4
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),414,94.4
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES), (D),(D)
