Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,694,898,568",6.7
CENSUS,2017,YEAR,,STATE,NEVADA,32,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,042,116",(H)
CENSUS,2017,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"40,312",1
CENSUS,2017,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,649,761",13.9
CENSUS,2017,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,220,361",6.1
CENSUS,2017,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"84,124,924",2.8
CENSUS,2017,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"116,637,072",2.2
CENSUS,2017,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"452,800,789",7.6
CENSUS,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"566,516,083",1.6
CENSUS,2017,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"42,705,835",10.1
CENSUS,2017,YEAR,,STATE,OREGON,41,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"11,562,061",7.7
CENSUS,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"144,684,352",10.9
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,592",88.2
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"44,396,455",17.3
CENSUS,2017,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"768,250,076",4.4
CENSUS,2017,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"120,728,158",5.7
CENSUS,2017,YEAR,,STATE,TEXAS,48,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"286,762,080",5.7
CENSUS,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,225,791",35.2
CENSUS,2017,YEAR,,STATE,VERMONT,50,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,182,071",31.1
CENSUS,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"53,849,390",5.9
CENSUS,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"24,480,326",12.4
CENSUS,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,255,628",14
CENSUS,2017,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"519,334,406",4.4
CENSUS,2017,YEAR,,STATE,WYOMING,56,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,841,814",17.1
CENSUS,2012,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"25,998,347",3.2
CENSUS,2012,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,910,931",29.7
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"124,688,804",6.7
CENSUS,2012,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"31,922,610",1.9
CENSUS,2012,YEAR,,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"121,002,552",2.9
CENSUS,2012,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"806,003",13
CENSUS,2012,YEAR,,STATE,DELAWARE,10,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"23,812,299",7.7
CENSUS,2012,YEAR,,STATE,FLORIDA,12,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,781,859",14.2
CENSUS,2012,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"52,451,141",1.2
CENSUS,2012,YEAR,,STATE,HAWAII,15,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"367,142",9.5
CENSUS,2012,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"26,226,728",9
CENSUS,2012,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,253,283,049",1.5
CENSUS,2012,YEAR,,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"597,271,090",1
CENSUS,2012,YEAR,,STATE,IOWA,19,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,835,358,239",4
CENSUS,2012,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"337,043,923",11.8
CENSUS,2012,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"104,894,595",2.6
CENSUS,2012,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"92,016,083",5.4
CENSUS,2012,YEAR,,STATE,MAINE,23,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"649,389",18.7
CENSUS,2012,YEAR,,STATE,MARYLAND,24,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"50,114,967",2.7
CENSUS,2012,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"401,986",37.1
CENSUS,2012,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"313,802,471",1.4
CENSUS,2012,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,297,767,570",2.6
CENSUS,2012,YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"127,937,980",6.6
CENSUS,2012,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"226,370,607",0.9
CENSUS,2012,YEAR,,STATE,MONTANA,30,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,633,512",5.4
CENSUS,2012,YEAR,,STATE,NEBRASKA,31,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,188,509,521",5.1
CENSUS,2012,YEAR,,STATE,NEVADA,32,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"489,627",32.7
CENSUS,2012,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"63,913",7.9
CENSUS,2012,YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"9,904,677",2.9
CENSUS,2012,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"6,348,748",3.4
CENSUS,2012,YEAR,,STATE,NEW YORK,36,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"87,677,512",12
CENSUS,2012,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"93,402,417",2
CENSUS,2012,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"406,059,209",3.1
CENSUS,2012,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"436,832,265",2.3
CENSUS,2012,YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,391,761",14.6
CENSUS,2012,YEAR,,STATE,OREGON,41,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,951,598",2.6
CENSUS,2012,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"125,500,345",1.3
CENSUS,2012,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"35,570",13.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"35,597,075",3.6
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"480,330,680",2.6
CENSUS,2012,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"81,645,799",3.6
CENSUS,2012,YEAR,,STATE,TEXAS,48,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"204,454,091",7.5
CENSUS,2012,YEAR,,STATE,UTAH,49,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"5,379,627",8.9
CENSUS,2012,YEAR,,STATE,VERMONT,50,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,428,893",5
CENSUS,2012,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"33,984,647",3.5
CENSUS,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"23,824,561",3.5
CENSUS,2012,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"4,554,125",6
CENSUS,2012,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"397,056,812",1
CENSUS,2012,YEAR,,STATE,WYOMING,56,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,472,807",7.2
SURVEY,2019,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"320,000",
SURVEY,2019,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"44,835,000",
SURVEY,2019,YEAR,,STATE,ALABAMA,1,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,147,
SURVEY,2019,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"90,000",
SURVEY,2019,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,547,000",
SURVEY,2019,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,231,
SURVEY,2019,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"770,000",
SURVEY,2019,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"126,875,000",
SURVEY,2019,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,175,
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"460,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"10,080,000",
SURVEY,2019,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168,
SURVEY,2019,YEAR,,STATE,COLORADO,8,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,550,000",
SURVEY,2019,YEAR,,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"159,900,000",
SURVEY,2019,YEAR,,STATE,COLORADO,8,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,123,
SURVEY,2019,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"23,000",
SURVEY,2019,YEAR,,STATE,DELAWARE,10,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"185,000",
SURVEY,2019,YEAR,,STATE,DELAWARE,10,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"28,980,000",
SURVEY,2019,YEAR,,STATE,DELAWARE,10,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"90,000",
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"8,694,000",
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161,
SURVEY,2019,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"395,000",
SURVEY,2019,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"56,000,000",
SURVEY,2019,YEAR,,STATE,GEORGIA,13,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2019,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"385,000",
SURVEY,2019,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"30,340,000",
SURVEY,2019,YEAR,,STATE,IDAHO,16,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,205,
SURVEY,2019,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"10,500,000",
SURVEY,2019,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,846,200,000",
SURVEY,2019,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181,
SURVEY,2019,YEAR,,STATE,INDIANA,18,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,000,000",
SURVEY,2019,YEAR,,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"814,580,000",
SURVEY,2019,YEAR,,STATE,INDIANA,18,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169,
SURVEY,2019,YEAR,,STATE,IOWA,19,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"13,500,000",
SURVEY,2019,YEAR,,STATE,IOWA,19,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"2,583,900,000",
SURVEY,2019,YEAR,,STATE,IOWA,19,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,198,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"6,400,000",
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"800,660,000",
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,133,
SURVEY,2019,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"1,550,000",
SURVEY,2019,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"245,050,000",
SURVEY,2019,YEAR,,STATE,KENTUCKY,21,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169,
SURVEY,2019,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"570,000",
SURVEY,2019,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"89,925,000",
SURVEY,2019,YEAR,,STATE,LOUISIANA,22,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,165,
SURVEY,2019,YEAR,,STATE,MAINE,23,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"29,000",
